MBIID	rating_mean_cat1	rating_mean_cat2	rating_mean_cat3	rating_mean_cat4	rating_mean_cat5	rating_mean_cat6	rating_mean_cat7	rating_mean_cat8	rating_mean_cat9
B178275	2.111	0.222	2.444	-1.222	2.667	-2.444	0.556	-0.333	-1.333
B178287	1.889	0.778	2.444	0.222	2.556	-2	0	-0.889	-2
B178297	1.778	0.222	2	-0.556	2.444	-2.889	-2.556	0.556	-2.889
B178298	-2.333	-0.111	1.556	-2.333	2.778	-3	-3	-3	-3
B178325	1.778	0.667	2.333	0.111	1.778	-2.778	-2.333	-2	-2.222
B178340	0.333	0	0.444	0	0	0	0	0.667	0
B178347	0.778	-1.444	1.556	0.667	1.222	-1.222	0.333	-0.222	-1.333
B178357	0.889	0	2	-0.667	2.444	-2.444	-0.444	-0.556	-1.444
B178397	2.222	2.111	2.556	1.444	2.778	-2.667	-1	0.111	-2.889
B178398	2.444	1.333	2.556	-0.556	2.556	-3	-1	2.111	-2
B178407	0	0.111	3	0.111	1.889	-3	-1.889	0	0.222
B178415	2.556	-0.222	2.556	-0.111	2.556	-3	-2.111	-1.222	-3
B178465	2.111	1	2.556	0.333	2.111	-2.444	-1.889	1.333	-2.333
B178469	0.333	0.778	2.444	0.333	1.778	-0.778	1.333	0.667	1.778
B178510	2.333	1	2.778	-0.333	2.889	-2.889	-3	0.778	-2.222
B178518	1.333	0.222	1.667	-0.667	1.778	-2.444	-2.111	0.667	-1.778
B178519	0.778	0.556	1.556	-0.444	0.889	-2	-0.778	1	-1.111
B178526	1.333	-0.778	2.222	-0.667	1.778	-3	-2.778	0.889	-2.667
B178532	0.889	0.556	0.222	0.111	2.222	-2.667	-3	2.556	-2.222
B178533	1.111	1	1.889	0	1.889	-2.778	-2.889	1.111	-1.111
B178534	-2.444	-2.333	-2.222	-1.778	-3	-1.444	-1.444	-2.111	-2
B178535	0.333	0.556	2.667	0.556	1.667	-2.889	-1.111	0.778	0.444
B178538	0.556	0.556	2.333	0.111	2	-2	-1.556	1.778	-2.333
B178540	0.444	-0.333	0.667	-0.444	1.222	-1.111	-1.778	1.111	-2.889
B178544	-0.889	-0.889	-0.222	-0.889	-0.444	-1.444	-0.778	0.778	-0.333
B178545	-0.667	-0.778	0	-2.889	0.111	-2.889	0	-1	-0.444
B178549	3	-1	1.667	-1.667	3	-3	-3	-3	-3
B178552	0.667	0.222	1.222	-1	1.333	-1.667	-1.778	1	-1.111
B178554	0.333	-0.889	1.889	-0.111	0.667	-3	-1.333	-0.333	-2.444
B178555	1.333	1.333	2.556	0.111	2.556	-3	-2	-0.778	-1.333
B178558	0.889	0.889	2.778	0.111	2.889	-2.778	-2.444	0	-0.667
B178559	0.889	0.333	0.444	-0.556	1	-2.222	-2.333	1	-2
B178560	0	-0.222	0	-0.111	0	-1	-1	0.667	-0.778
B178571	1.444	-0.333	0	-0.333	0.444	-3	-2	-0.111	-1.111
B178574	2.444	0.778	1.667	0.556	2.556	-3	-2.778	1.889	-2.667
B178579	0.556	0.111	0.444	0.222	0.889	-2	-0.333	1.111	-1.778
B178581	0.444	0.667	1.333	-0.222	1.111	-2	-0.667	1.222	-2.111
B178589	0.444	0.444	1.111	0	1.111	-2.333	-0.778	0.778	-1.333
B178592	1.889	0	1.778	0.444	2	-3	-2	-0.333	-0.778
B178593	1.222	1	2.222	2.333	2.889	-2.111	0	-0.778	0.556
B178597	3	1.889	2.333	0.889	3	-2.889	-2.556	1	-2.889
B178602	1.667	0	-0.556	-0.111	2	-2	-1.444	1.333	-2.556
B178605	0.333	-0.111	0.222	-0.333	1.444	-2.667	-1.111	0	-2.778
B178606	2.333	0.444	2.556	0	1.889	-2.889	-2.111	1.667	-2.778
B178608	2.444	-0.333	1.778	-0.667	1.778	-3	-3	0.333	-2.778
B178620	1.111	-1	1.222	-0.444	1.556	-3	-2.889	0.889	-2.778
B178621	-1.333	-1.667	-1.111	-1.667	-1	-3	-2.444	-1.778	-2.889
B178623	-2.222	0.889	1.222	-1.333	1.667	-3	-2.111	-1.111	-3
B178625	2	0.556	2.556	-0.333	2.556	-3	-2.444	0.778	-2.333
B178626	1.333	-0.556	1.222	0.333	0.889	-2.444	-0.333	-0.333	-0.111
B178628	0.889	0.222	-0.667	0.222	1.889	-2.333	0.222	-1.444	-1.111
B178633	1.444	0.222	0.889	-0.556	1.444	-2.667	-1.222	0.556	-2
B178637	-2.222	-2.333	-1	-2.667	-1.222	-3	-2.444	-3	-3
B178638	1.889	0.778	1.778	-0.222	1.889	-2.444	-2.111	1.333	-0.556
B178640	0.222	-0.556	0	-0.556	1.333	-3	-3	0.778	-3
B178641	1.222	1	1.667	-0.111	1.667	-2.667	-3	1.333	-2.333
B178653	2.222	1.333	2.111	1	2.222	-2.111	-0.444	1.444	-2.556
B178654	0	-3	1.667	-1.444	1.222	-3	-2.111	-1.778	-3
B178655	-1.333	-1.667	-1.111	-1.111	-1.333	-1.111	-1.333	-1.556	-1.556
B178659	2.222	1	2.111	-0.222	2.333	-2.556	-2	0.667	-1.333
B178663	2.333	1	2.111	0	2.667	-3	-3	1.778	-2.889
B178670	3	3	3	2.333	3	-3	-2.333	0.333	-3
B178677	3	2.222	1.667	0.333	3	-3	-2.333	0.333	-3
B178681	-0.111	-1.667	0.889	-1.778	1.222	-2.889	-1.889	0.333	-1.111
B178686	0.556	1	0.778	-0.444	1.778	-2.444	-1.889	0.444	-2.889
B178687	3	2.333	2.333	-0.333	2.333	-3	-2.333	3	-3
B178688	2.222	0.111	2.889	0.333	2.444	-3	-1.889	1.222	0.778
B178690	-0.222	0.778	1.556	-0.333	1.889	-3	-0.778	-1.333	-1.333
B178691	-0.222	0	0.444	0	1.222	-2.444	-1.444	-0.222	-2.778
B178692	1	0.778	0.889	-0.111	0.778	-1.222	-0.222	-0.333	-1
B178703	1	0.111	0.778	-0.889	1.778	-2.889	-2.667	1	-2.889
B178705	0.111	-0.222	0.333	0	0	-0.889	-0.778	0.333	-1.222
B178708	-1.111	-2.111	-1.333	-2.333	-1.111	-3	-3	-2.222	-3
B178709	0.444	0.667	1	0	1	-1.556	-1.222	0.556	-0.889
B178710	1.111	1.222	0.111	0.222	1.667	-1.556	-1.444	1	-0.667
B178712	1	0.778	1.778	0	1.222	-1.889	-1.111	0.556	-1.667
B178721	2.556	1.333	2.667	1.111	2.556	-2.444	-1.444	0.222	-0.444
B178722	2.556	1.778	1.444	0.111	2	-2.222	0	2.111	1
B178727	2.111	2	2.111	2	1.889	1.889	2	2	2.222
B178730	1.111	0.333	1.778	-0.111	1.222	-1.667	-0.889	0.889	-2
B178731	0.667	-1	2.444	-1.444	1.778	-0.333	2.111	-0.444	3
B178734	1	-1	0.444	-0.222	0.667	-2.333	-2.333	0.889	-2.333
B178735	-0.444	0.778	2.444	-0.333	2.556	-2.889	-1.889	-1.111	-2
B178737	0.111	0.444	1.111	-0.333	1.333	-2.556	-2	-0.222	-1.778
B178740	0.222	0.111	0.333	-0.111	1.556	1.889	0.778	0.333	0.444
B178742	1.333	0.111	2.222	-0.333	2.333	-2.889	-1.222	0	-2.667
B178749	2.111	2.222	1.889	1.444	2.333	1.889	1.444	2	1.333
B178750	2.556	0.111	2.333	0	2.333	-3	-2.222	0.889	-3
B178752	0.889	0	2	-0.222	0.444	-1	-1.333	0.778	-1.111
B178753	2	0.778	2.444	0.444	2.333	-3	-2	1.111	-2.667
B178755	1.556	-0.111	1.111	-0.556	2.111	-2.889	-3	1	-3
B178758	0.889	0.111	1.889	-0.111	1.556	-2.778	-2.444	0.111	-3
B178760	2.333	1.111	1.556	0.111	2	-1.778	-0.444	1.556	-1.222
B178762	1.444	0.444	1	-0.333	1	-1	-1.222	1	-1.222
B178763	1.556	0.556	1.667	-1.111	1	-3	-2.778	-0.444	-2.778
B178765	0.889	0	1.556	0.111	1.889	-2.556	-1.111	0.556	-1.889
B178769	1.222	0.444	2.333	1.333	2.556	-0.667	2.111	-3	1
B178771	1.333	-1.222	1.556	0.556	1.556	-1.778	-1.667	0.111	-1.111
B178773	1.222	-1.556	1.444	-2.444	0.444	-2.667	-2.111	0.333	-2.889
B178774	1.556	1.556	2.222	0.333	1.667	-1.556	0.889	0.667	1
B178781	2.111	-0.556	1.333	-2.444	1.778	-2.333	-2.889	2.778	-3
B178790	0.556	-0.889	1.444	0	0.889	-3	-2.667	0.222	-3
B178803	1.778	1.556	1.444	0.667	2.444	-2.889	-2.111	2.333	-2.778
B178806	2.111	0.778	2.444	-0.333	2.778	-2.444	-2.222	1.222	-2.889
B178810	0.333	1.222	1.889	-0.111	2	-2.778	-2.222	1.222	-2.444
B178811	1.778	1.444	2	0.111	2.111	-2.889	-2.111	2.111	-2.667
B178815	1.778	0.111	2.222	0.111	2.333	-2.444	-0.778	-1.333	-1.444
B178816	2.444	-0.222	2.778	-0.222	3	-2.889	-2.333	0	-3
B178818	1.889	2.222	1.778	0	2.111	-2.444	-1.556	0.667	-2.333
B178820	2.111	1.889	2.667	2.222	2.778	-0.444	1.111	1	-0.444
B178825	0.667	1.889	2.778	0.778	2.556	-2.556	-1.222	1	-2.667
B178827	1.222	-0.444	1.444	0.222	2	-2.889	-2.889	0.667	-2.556
B178829	0.778	1.333	1.778	-0.444	1	-2.333	0	0.111	0.889
B178838	1.222	-0.556	1.667	0.222	1.444	-2.889	-2.556	1.111	-0.778
B178843	0.556	1.111	1.889	1.333	2.889	0.889	1.556	0.889	1.111
B178844	-0.444	-0.111	-0.333	-1.111	0.667	-1.889	-0.667	-0.778	-2.667
B178845	1.444	-1	2	0.444	1.889	-1.667	-1.889	1	-2.444
B178846	1.444	1.111	2.667	0	3	-2.889	-2.222	2.111	-1.778
B178848	0.556	0.111	1.333	-0.333	1.667	-3	-2.222	0	-3
B178850	2	1.556	1.778	0.111	2	-2	-1.667	1.667	-1.556
B178851	0.667	0.556	1.889	0.222	2.222	-2.444	-1.778	0.778	-1.778
B178853	1.111	0	0.222	0	0.111	-0.778	-0.111	1.111	0
B178854	0	-0.556	1.222	0	0.889	-2.444	-0.222	-1.556	-0.889
B178862	1.889	1.333	1.778	0.222	1.778	-1.556	-1.667	1.889	-2.333
B178864	0.444	-0.333	1.222	0.111	1.778	-2.667	-2	-1.111	-2.222
B178865	1.667	0.889	2.222	-0.111	2.222	-2.556	-1.111	1.111	-1.556
B178866	-0.667	-0.556	2.111	-0.556	1.333	-2	0.667	-0.889	1.333
B178868	2.444	0.889	2.444	0.333	2.556	-2.333	-0.889	-1.667	-2.778
B178870	1.222	0.222	1.667	-0.111	1.778	-2.333	-1	-0.222	-1.667
B178871	2.444	0.889	3	0	2.889	-3	-1.889	1.667	-2.333
B178872	1.333	-0.667	2	-0.556	1.111	-2.778	-3	-2.778	-2.333
B178882	1.556	0.444	2.333	0.444	2.778	-2.667	-2.889	0.444	-2.778
B178883	2.444	0.444	2.556	0.444	1.778	-2.333	0.222	-0.222	-1.333
B178884	1.111	0.222	1.444	-0.222	1.111	-2.889	-1.556	0.333	-0.444
B178887	-0.111	-0.111	1.444	-0.333	1.556	-2.778	-1.556	-0.111	-1.222
B178896	1.667	-0.333	2.889	0.556	2.444	-3	-2.111	1.111	-1.667
B178898	1.444	0.667	2	-0.556	2	-2.778	-2.111	0.778	-2.444
B178899	1.667	1.111	2.222	-0.111	2.556	-2.889	-1.444	-0.333	-1
B178900	1.444	1.111	2.444	-0.222	2.333	-2	1.444	1.222	1.444
B178902	-3	-2.667	-3	-3	-2	-3	-3	-2.333	-2
B178905	2.333	-0.333	2.889	0.222	0.222	-2.778	-1.444	1.556	-0.778
B178908	1.778	-0.778	1.556	-0.444	0.778	-2.889	-3	0.444	-3
B178911	0.222	0.556	1.444	-0.222	1.889	-2.889	-2.889	0	-3
B178912	0.222	2.333	2.111	1.222	2	-2.333	-2.333	2	-1.667
B178913	1.333	0.111	2.222	-0.333	1.667	-2.889	-2.333	-0.111	-2.889
B178917	0.889	0.889	1.556	-0.111	1.222	-3	-2	0.889	-2
B178918	1.111	-1.667	2.556	0	2.667	-2	-2.222	1	-3
B178919	3	1.667	2.333	1	3	-3	-2.333	0.333	3
B178920	0.333	-0.667	1	0	0.778	-2	-0.778	0.111	-0.222
B178924	0.333	-0.222	1.222	-0.111	0	-2.111	-0.111	-0.111	-0.111
B178926	2.111	0.444	2.778	0.111	3	-3	-1.778	-0.333	-0.556
B178930	-0.111	-0.222	1.222	-0.111	1	-1.889	-1.222	0.778	-2.111
B178933	1.556	1.222	1.222	-0.889	2.333	-2.222	-1.778	2	-1.556
B178936	2.111	1.111	2.778	0.111	3	-2.889	-2.889	1	-2.667
B178937	2.111	1.222	2	-0.111	1.556	-2	-1.333	0.778	-2.556
B178939	0	0.556	0.889	0.222	0.778	-0.444	-0.222	0.444	-0.444
B178944	0.333	0	1.556	-0.556	1	-1.556	-0.778	-1.889	-3
B178950	1.889	0.444	1.111	-0.444	1.778	-3	-2.111	-1.778	-1.778
B178952	2	0.333	2.556	1.111	2.333	-2.667	-2.667	0.444	-2.556
B178954	0.889	0.667	1.556	-0.556	2.222	-2.667	-2.444	0.778	-0.667
B178957	-0.333	-0.444	0.222	-0.333	0.444	-3	-3	0	-3
B178958	1.444	0.333	1.222	-0.222	1.333	-2.667	-2.667	0.556	-2.889
B178961	-0.444	-0.444	1.444	0.556	1.333	-1.778	-2.444	2	-3
B178962	1.111	1.222	1.333	0.222	1.667	-1.778	-0.889	0.778	-1.111
B178965	-0.111	0.333	2.444	-1.111	1.556	-2.556	-1.111	0.333	1.667
B178969	3	0.222	3	0.667	2.222	-3	-2.889	1.667	-2.333
B178976	1.556	-0.778	1.778	1.222	2.667	-3	-2.889	0.556	-2.778
B178977	2.889	2.556	2.667	1.111	3	0.556	1.556	3	-1.889
B178980	2.111	-0.778	2.444	-0.333	2.222	-3	-2.667	-1.444	-2.889
B178984	0.333	0.556	1	0	1.333	-2	-1.111	0.556	-1.556
B178986	0	0	0	0	0	0	0	0	0
B178988	2	0.222	2.333	-1.222	2.222	-3	-2.778	0.667	-2.889
B179000	2.667	1.889	2.333	0.778	2.444	-2.111	-0.111	1	-0.111
B179010	0.333	0.667	0.889	-1.444	0.889	-0.333	-1.333	1.667	-0.444
B179012	-0.333	-2.778	-1.111	-3	-2.333	-3	-3	-3	-3
B179014	2.556	1.556	2.667	0.333	2.556	-1.333	-1.222	1.778	-2
B179016	0.333	-0.556	0.778	-0.667	0.556	-2.222	-1.667	-0.667	-1.444
B179022	1.333	1.444	0.444	0.222	1.667	-2	1.111	1.333	1
B179023	0.667	0.889	2.222	-0.667	2.333	-3	-2.444	-0.778	-2.889
B179024	2.667	1.333	1.222	0	1.111	-2.556	-1.111	-0.222	0.556
B179025	0.778	1.111	1.333	-0.444	1.667	-2.667	-1.778	0.667	-2
B179026	1.778	-0.111	2.444	-0.111	2.556	-3	-0.556	1	-2.667
B179029	0.222	0.556	1.667	-0.222	1.333	-2.667	-2.556	-0.333	-2.889
B179031	0.222	-0.222	0.778	-0.111	1.667	-1.778	-2.333	1.111	-2.444
B179033	1.444	0.889	2	-0.444	2.778	-2.667	-2.889	0.889	-2.889
B179039	0.778	-1	1.556	-0.556	0.111	-1.111	-0.556	0.444	-0.667
B179040	0	0.889	0.778	-0.556	1.889	-2.333	-1.333	0.111	-1.556
B179043	1.667	-0.222	3	0.889	2.333	-3	-2.889	-2.444	-3
B179047	1.667	0.444	2.667	0	2.333	-2.667	-1.556	-1.667	-2.667
B179049	0.111	0.556	0.444	0	0.889	-1.889	-0.556	0.556	-1.778
B179051	1	0.111	0.444	-0.222	0.778	-2.111	-1.889	0.556	-2
B179053	2	-0.222	2	-0.333	1.889	-3	-1.222	0.111	-2.556
B179057	0.667	0.333	0.778	-0.667	2.111	-0.556	-0.667	1.667	-2.444
B179063	1.778	2.778	2.444	1.111	2.889	-2	-1.111	2.111	-1.222
B179064	2	0.333	2.222	0.444	2.444	-3	-3	0.444	-3
B179067	1.778	-1.556	1.222	-0.556	1.222	-3	-3	-1.222	-3
B179073	1.444	1.667	2.556	0	3	-2.667	0	1.333	0.111
B179080	0.667	0.333	1.889	-0.778	1.333	-2.111	-0.667	-0.889	-0.444
B179081	1.667	-0.111	1	-0.444	1.667	-2.222	-2.333	1.111	-2.222
B179082	0.556	0.333	2.333	-0.333	2.222	-2.111	0.222	-0.889	-0.333
B179087	1.444	2.333	1.444	1.333	2.667	-2.333	-1.333	1.444	-0.889
B179090	1.667	0.556	0.667	0.333	1.889	-1.889	-0.556	1.333	-1.111
B179096	0.667	-1.222	0.667	-1.222	1.556	-2.889	-2.778	0.222	-2.889
B179099	0.667	0.222	1.111	-0.111	1.222	-0.556	-0.444	0	-2
B179111	2.111	0.778	2	0	1.333	-2	-0.444	1.444	-1.889
B179121	1	0.667	0.556	-0.778	0.667	-2.778	-2.333	1.444	-2.667
B179125	1.889	1.333	0.778	0.111	2.556	-2.778	-1.111	-1.222	-1.556
B179127	1.333	1.778	2.778	1.111	1.333	-1.556	-0.778	1.556	0.222
B179131	0.667	0.444	2.222	0	1.556	-2.778	-0.778	0	0
B179132	0.556	0.778	0	-0.222	2	-2.778	-2.889	1.667	-2
B179134	2.556	-1.889	2.556	1.333	3	-2.333	-2	0.778	-1
B179136	1	0.556	1.222	0.222	1.778	-1.889	-0.444	0.444	-1.333
B179138	-0.889	-0.778	0.778	-1.222	0.444	-2.889	1.111	-1.889	0
B179143	1.778	1.111	2	-0.111	3	-3	-2.889	0	-2.556
B179144	0.778	0.889	1.222	0	2	0.778	0.333	1.111	0
B179148	0.667	0.889	1.556	0.111	1.333	-2.444	-0.667	-0.222	-0.778
B179152	0	-0.889	1.111	-2.556	0	-3	-2.556	0.889	-1.889
B179153	1	-0.111	0.556	-0.333	1.333	-3	-3	1	-3
B179154	2	0.333	1	0.889	1.778	-2.778	-1.667	0.111	-3
B179155	1.111	0.333	2.667	-0.333	2.889	-2.778	-2.556	1.222	-2.889
B179157	2.222	1.333	1.556	-0.222	2.556	-2.556	-0.222	1.667	-1.778
B179158	0.444	0.333	1.556	-0.111	1.111	-0.778	0	0.556	0.222
B179164	0.444	0.556	1.222	-0.444	1.111	-2.444	-0.667	0.556	-1.222
B179169	1.444	0.111	1.889	0	1.667	-2.778	-2.444	0	-2.667
B179171	-0.111	0.333	0.444	-0.444	1.778	-2	0.333	-1	-0.444
B179183	2.111	2	2	2.333	1.889	1.889	2.111	2	2.222
B179187	2.444	1.222	2.556	0	2.556	-2.667	-2	1.889	-2
B179188	1.222	1.111	0.444	0.111	1.222	-1.667	-0.556	0.889	-0.667
B179189	1.444	0.778	2.111	0.111	1	-2.778	-2	1.667	-2.444
B179190	2.333	1.556	2.556	0.667	2.444	-2.444	-1.222	0.778	-2.333
B179191	2.333	2.222	2.667	1.444	2.778	-0.778	1.556	0.778	1.111
B179193	0.778	0.667	0.556	0.111	0.667	0.889	0.667	0.667	0.333
B179199	0.889	0.556	0.889	0.222	1.333	-0.889	-0.556	0.778	-0.556
B179210	0.667	0.222	1.667	0.111	2.556	-3	-2.778	1.556	-2.667
B179211	1.111	0.333	0.667	-0.111	2.556	-3	-2.444	0.444	-1.556
B179212	0.111	0.333	1.556	-0.111	1.778	-1.556	-1.889	1.778	-1.556
B179213	1	0.111	2.333	0.556	1.556	-2.333	-2.889	1.667	-2.111
B179230	0.444	0.444	1.111	-0.222	1.222	-2.556	-2.667	0.222	-2.111
B179232	1.889	-0.333	2	-0.111	1.333	-2.889	-2.444	0.889	-0.778
B179234	0.667	-0.222	0.556	-0.222	1.444	-2.889	-2.778	0.111	-3
B179237	1.778	-0.111	2.222	-0.333	2.667	-3	-2.889	1.556	-1.444
B179244	0.667	0.222	0.333	-0.556	0.667	-1.889	-1.778	0.667	-1.444
B179246	0.111	-0.333	0.778	-0.444	0.889	-2.222	-0.889	-0.778	-1.222
B179250	1.333	1	1.556	0	1.667	-1.222	-0.333	0.889	-1.111
B179253	1.667	0.333	2	0.889	2	-2.333	-1.889	2.111	-1.222
B179254	2.778	1.333	2.667	1.111	2.889	-2.889	-2.444	1.778	-3
B179259	1.889	-1	-0.111	-0.667	1.444	-3	-1.889	-0.222	-2.444
B179260	0	0	0	0	0	0	0	0.111	-1
B179274	2	0.556	2.111	-0.111	2.222	-3	-3	1.111	-3
B179284	1.778	0.778	2.222	0.333	2.222	-2.444	-1.778	0.222	-2
B179293	0.222	1	1.222	-0.111	1.778	-1.667	-1.778	0.889	-1
B179300	1.111	1.333	1.778	1.111	2	-0.667	1.444	1.333	-0.222
B179302	0.556	0	1.222	-0.222	1.111	-2.556	-1.667	0.556	-0.778
B179304	3	1.222	2.889	1.556	3	-2.444	-1.222	1	1.222
B179309	1.889	0.667	1.556	0	1.111	-2	-1.889	1.222	-1.889
B179311	1.556	2	2.778	0.111	3	-3	-1.667	0.778	-2
B179313	1	1.222	1.111	0.556	1.222	-2.889	-0.889	2.111	-2.111
B179314	0.889	0.333	1	-0.333	0.778	-1.222	-0.333	0.444	0.111
B179320	0.111	0.333	0.889	-0.778	2.111	-2.778	-2.444	1.111	-2.444
B179324	1.222	0.778	1.444	0.778	1.778	-2.778	-2.222	-0.111	-1.667
B179332	2.556	0.778	-0.778	-0.444	2.222	-3	-2.667	0.444	-2.778
B179333	0.222	0.667	1.778	-0.333	1.778	-1.778	-0.444	1.556	-1.222
B179337	0.667	0.444	0.222	-0.111	1.111	-1.444	-0.889	1.222	-1.222
B179338	2.111	1.667	2.667	0.444	2.889	-3	-2.222	1.667	-2
B179339	-0.333	0.222	1	-1.333	1	-3	-1.889	0.222	-1.889
B179340	1.111	0.111	-1.556	-1.111	1.667	-3	-3	0.111	-3
B179342	1.889	1.222	-0.111	0.111	2.667	-2.889	-1	0.667	-2.667
B179350	0	0.111	0.778	-0.222	1.222	-2.333	-1.333	0	-1.889
B179354	-1.556	-1.444	-1.333	-1.444	-1.222	-1.667	-1.667	-1	-1.222
B179359	1.889	-0.778	1.222	-0.111	1.222	-2.111	-1.222	-0.667	-3
B179364	2.444	1.778	2.667	0.222	2.556	-2.444	-0.444	2.333	1.556
B179366	0.222	0	0.667	-0.111	1.556	-2.556	-1.889	0.333	-2
B179376	1.111	1.556	1.556	-0.111	2.222	-2.556	-1.778	0.444	-1.333
B179384	1	0.889	1.444	0.444	2.556	-2	-1	0.556	-0.889
B179387	1.333	-0.111	-0.111	-0.333	0.333	-2.889	-2.333	0.778	-2.889
B179388	2	1	1.778	-0.222	2.778	-2.778	-1.556	1.556	-1.556
B179393	1.556	0	1.889	0.111	2.333	-2.222	-1.889	0.889	-2
B179394	1.222	2.222	2.889	0.222	2.778	-2.111	-0.889	2.333	-1.889
B179397	-0.444	2.222	2.778	-0.111	2.889	-2.556	-2.444	1.889	-2.778
B179399	0.556	-0.222	0.222	-0.222	0.889	-1.444	-0.667	0.333	-1.556
B179401	0.889	0.667	1.444	0	2.222	-2.111	-2.667	0	-2.333
B179402	0.111	0	0.667	0	1	-1.444	-1	0.444	-0.444
B179406	-1.778	-1.556	-1.333	-2.556	-1.444	-3	-3	-1.667	-3
B179407	1.222	1	0.667	0	2	-2.667	-1.111	0.222	-2.889
B179408	0.778	0.667	1.444	0.333	1.111	-0.889	-1	0.778	-0.667
B179410	0.444	0	1.556	0.333	1.667	-2.667	-1.889	0.556	-2.889
B179411	1.333	-0.333	2.444	-0.111	2.444	-2.444	-2.111	-0.667	-3
B179412	0.222	-0.667	1.556	-1.444	1.667	-3	-2.889	-1.556	-3
B179414	1.667	-0.889	1.556	-0.778	1.778	-1.889	-0.889	-2	-0.111
B179416	0	-0.889	0.111	-0.444	0.444	-3	-3	-1	-2.889
B179418	0	0.667	0.556	0	1.444	-2	-1.778	1.111	-1.111
B179419	1.889	0.889	2.333	0.111	2.889	-2	-0.111	0.889	-0.333
B179420	3	3	3	1	2.778	-2.667	1.111	2	-1.444
B179426	1.778	0.778	3	0.778	3	-3	-1.333	-1	-2.111
B179435	0.556	1	1.778	0.222	1.556	-2.222	-1	2	-0.667
B179436	0.333	-0.333	0	-0.667	0.333	-0.667	-0.333	1.333	-0.333
B179439	0.333	-0.111	1.222	0	1.556	-2.222	0	0.667	-0.667
B179441	-0.778	-1.333	-0.667	-1.333	0	-0.778	-1.444	-0.667	1.333
B179442	1.111	0.111	1.667	0	1	-2.667	-1.556	-0.889	-1.222
B179443	0.667	0.778	1.333	0.111	0.889	-1.778	-0.333	0.333	-2.778
B179444	1.111	-0.444	0.444	-0.333	0.889	-2.889	-2.778	0.778	-2.556
B179450	2.111	0	3	-0.667	3	-3	-3	0.556	-3
B179451	1.667	1.111	2.667	0.222	2.556	-2.444	-0.889	0.444	-1.667
B179452	-0.111	1.111	1.667	0.333	1.556	-1.556	1	0.778	1.778
B179455	1.222	0.111	1	0.444	1.333	-1.667	-1.333	1.222	-2.111
B179463	2	0.111	2	0	2.556	-3	-2.556	1.444	-3
B179465	2.333	1.222	2.667	0	2.778	-2.333	-0.222	2.333	-1.222
B179466	1	0.333	1.556	0.111	1.778	-2.556	-1	0.444	-1.778
B179467	0	0	0.111	0	0	-0.222	-0.333	0.444	0
B179471	2.111	0.556	0.222	-0.444	2.111	-2.778	-2.111	0.778	-2.667
B179472	0.444	0.556	0.556	-0.111	0.778	-1.889	-1.333	0.444	-1.333
B179473	1.667	0.333	2.444	-0.444	1.667	-2.778	-2.111	1.111	-2.111
B179474	0.444	0.222	0.444	0.111	0.889	-2.889	-2.667	1.111	-3
B179477	0.333	0.444	2	0	2	-2.778	-2.111	1.444	-1.556
B179481	0.667	0.111	2.333	-0.111	2.444	-2.333	-1.222	0	-1.667
B179483	0.444	0.556	1.889	-0.111	2.556	-0.444	0.111	1.556	-1.222
B179484	2.333	0.667	2.667	0.556	2.556	-2	0.444	1.444	-0.444
B179485	2.333	2.889	3	1	3	-2.333	-1.889	2.111	-0.333
B179487	2.667	0.444	2.778	-0.667	2.444	-3	-2.889	1.444	-3
B179491	0.111	-1.111	0.222	-0.444	1.778	-2.889	-2	-1.111	-2.556
B179492	0.444	1.333	1.444	0.111	1.556	-1.333	-1	1.556	-1.667
B179493	-1.333	-0.556	-0.222	-0.556	0.889	-2.333	-0.667	0.778	-2.889
B179495	2.556	1.111	2.667	0.667	2.667	-3	-3	2.111	-2.889
B179498	1.111	-0.667	1.111	0.111	2.222	-3	-1.778	1.222	-2.667
B179501	1.222	1.444	1.778	-0.333	2.444	-2.222	-0.889	1.556	-2.556
B179505	0	0	0	0	0.111	0	0	0.444	0
B179508	-0.667	0.333	1.333	-0.556	-0.111	-0.667	0.778	-0.444	1.111
B179509	1.667	0.222	2.222	0.556	2.778	-2.889	-2.111	0	-1.444
B179510	2.667	1.556	2.333	1	2.556	-2.667	-2	0.333	-2.667
B179513	1.778	0.111	0.667	0.222	1.333	-1.889	-1.222	0.778	-1.556
B179519	3	0.444	2.444	0	2	-1.111	-1	1	-1.556
B179521	1	0.222	1.444	-0.444	1.667	0	0.556	1	0.222
B179525	0	0	0.222	0	1.444	0	0	0	0
B179530	1.444	0.111	1.444	0	1.556	-3	-2.222	0.222	-2.778
B179532	1	0	1.222	0.222	1.333	0	0	1.111	0
B179533	1.778	0.444	2.333	0.333	2.556	-2.667	-2.333	1.667	-2.778
B179536	2	-0.222	2	0	2.111	-2.889	-2.889	1.889	-2.889
B179537	1.222	-1.333	2	-0.778	1.222	-3	-2.889	0	-2.889
B179538	0.778	0.222	1	-0.111	1.222	-2.222	-2.222	1.222	-1.778
B179539	0.444	1	1.889	-0.667	2.333	-2.889	-2.667	0.889	-3
B179542	0.111	-0.111	0.778	-0.222	0.333	-1	-0.667	-0.222	-0.889
B179543	0.444	0.222	1	-0.556	1.556	-0.444	-0.333	1.556	-1.889
B179548	0.889	1	-0.333	0.222	2.333	-2.667	-0.889	0.444	-0.444
